filepath,class,source
dataset\kertas\cardboard342.jpg,kertas,trashnet
dataset\kertas\cardboard343.jpg,kertas,trashnet
dataset\kertas\cardboard344.jpg,kertas,trashnet
dataset\kertas\cardboard345.jpg,kertas,trashnet
dataset\kertas\cardboard346.jpg,kertas,trashnet
dataset\kertas\cardboard347.jpg,kertas,trashnet
dataset\kertas\cardboard348.jpg,kertas,trashnet
dataset\kertas\cardboard349.jpg,kertas,trashnet
dataset\kertas\cardboard35.jpg,kertas,trashnet
dataset\kertas\cardboard350.jpg,kertas,trashnet
dataset\kertas\cardboard351.jpg,kertas,trashnet
dataset\kertas\cardboard352.jpg,kertas,trashnet
dataset\kertas\cardboard353.jpg,kertas,trashnet
dataset\kertas\cardboard354.jpg,kertas,trashnet
dataset\kertas\cardboard355.jpg,kertas,trashnet
dataset\kertas\cardboard356.jpg,kertas,trashnet
dataset\kertas\cardboard357.jpg,kertas,trashnet
dataset\kertas\cardboard358.jpg,kertas,trashnet
dataset\kertas\cardboard359.jpg,kertas,trashnet
dataset\kertas\cardboard36.jpg,kertas,trashnet
dataset\kertas\cardboard360.jpg,kertas,trashnet
dataset\kertas\cardboard361.jpg,kertas,trashnet
dataset\kertas\cardboard362.jpg,kertas,trashnet
dataset\kertas\cardboard363.jpg,kertas,trashnet
dataset\kertas\cardboard364.jpg,kertas,trashnet
dataset\kertas\cardboard365.jpg,kertas,trashnet
dataset\kertas\cardboard366.jpg,kertas,trashnet
dataset\kertas\cardboard367.jpg,kertas,trashnet
dataset\kertas\cardboard368.jpg,kertas,trashnet
dataset\kertas\cardboard369.jpg,kertas,trashnet
dataset\kertas\cardboard37.jpg,kertas,trashnet
dataset\kertas\cardboard370.jpg,kertas,trashnet
dataset\kertas\cardboard371.jpg,kertas,trashnet
dataset\kertas\cardboard372.jpg,kertas,trashnet
dataset\kertas\cardboard373.jpg,kertas,trashnet
dataset\kertas\cardboard374.jpg,kertas,trashnet
dataset\kertas\cardboard375.jpg,kertas,trashnet
dataset\kertas\cardboard376.jpg,kertas,trashnet
dataset\kertas\cardboard377.jpg,kertas,trashnet
dataset\kertas\cardboard378.jpg,kertas,trashnet
dataset\kertas\cardboard379.jpg,kertas,trashnet
dataset\kertas\cardboard38.jpg,kertas,trashnet
dataset\kertas\cardboard380.jpg,kertas,trashnet
dataset\kertas\cardboard381.jpg,kertas,trashnet
dataset\kertas\cardboard382.jpg,kertas,trashnet
dataset\kertas\cardboard383.jpg,kertas,trashnet
dataset\kertas\cardboard384.jpg,kertas,trashnet
dataset\kertas\cardboard385.jpg,kertas,trashnet
dataset\kertas\cardboard386.jpg,kertas,trashnet
dataset\kertas\cardboard387.jpg,kertas,trashnet
dataset\kertas\cardboard388.jpg,kertas,trashnet
dataset\kertas\cardboard389.jpg,kertas,trashnet
dataset\kertas\cardboard39.jpg,kertas,trashnet
dataset\kertas\cardboard390.jpg,kertas,trashnet
dataset\kertas\cardboard391.jpg,kertas,trashnet
dataset\kertas\cardboard392.jpg,kertas,trashnet
dataset\kertas\cardboard393.jpg,kertas,trashnet
dataset\kertas\cardboard394.jpg,kertas,trashnet
dataset\kertas\cardboard395.jpg,kertas,trashnet
dataset\kertas\cardboard396.jpg,kertas,trashnet
dataset\kertas\cardboard397.jpg,kertas,trashnet
dataset\kertas\cardboard398.jpg,kertas,trashnet
dataset\kertas\cardboard399.jpg,kertas,trashnet
dataset\kertas\cardboard4.jpg,kertas,trashnet
dataset\kertas\cardboard40.jpg,kertas,trashnet
dataset\kertas\cardboard400.jpg,kertas,trashnet
dataset\kertas\cardboard401.jpg,kertas,trashnet
dataset\kertas\cardboard402.jpg,kertas,trashnet
dataset\kertas\cardboard403.jpg,kertas,trashnet
dataset\kertas\cardboard41.jpg,kertas,trashnet
dataset\kertas\cardboard42.jpg,kertas,trashnet
dataset\kertas\cardboard43.jpg,kertas,trashnet
dataset\kertas\cardboard44.jpg,kertas,trashnet
dataset\kertas\cardboard45.jpg,kertas,trashnet
dataset\kertas\cardboard46.jpg,kertas,trashnet
dataset\kertas\cardboard47.jpg,kertas,trashnet
dataset\kertas\cardboard48.jpg,kertas,trashnet
dataset\kertas\cardboard49.jpg,kertas,trashnet
dataset\kertas\cardboard5.jpg,kertas,trashnet
dataset\kertas\cardboard50.jpg,kertas,trashnet
dataset\kertas\cardboard51.jpg,kertas,trashnet
dataset\kertas\cardboard52.jpg,kertas,trashnet
dataset\kertas\cardboard53.jpg,kertas,trashnet
dataset\kertas\cardboard54.jpg,kertas,trashnet
dataset\kertas\cardboard55.jpg,kertas,trashnet
dataset\kertas\cardboard56.jpg,kertas,trashnet
dataset\kertas\cardboard57.jpg,kertas,trashnet
dataset\kertas\cardboard58.jpg,kertas,trashnet
dataset\kertas\cardboard59.jpg,kertas,trashnet
dataset\kertas\cardboard6.jpg,kertas,trashnet
dataset\kertas\cardboard60.jpg,kertas,trashnet
dataset\kertas\cardboard61.jpg,kertas,trashnet
dataset\kertas\cardboard62.jpg,kertas,trashnet
dataset\kertas\cardboard63.jpg,kertas,trashnet
dataset\kertas\cardboard64.jpg,kertas,trashnet
dataset\kertas\cardboard65.jpg,kertas,trashnet
dataset\kertas\cardboard66.jpg,kertas,trashnet
dataset\kertas\cardboard67.jpg,kertas,trashnet
dataset\kertas\cardboard68.jpg,kertas,trashnet
dataset\kertas\cardboard69.jpg,kertas,trashnet
dataset\kertas\cardboard7.jpg,kertas,trashnet
dataset\kertas\cardboard70.jpg,kertas,trashnet
dataset\kertas\cardboard71.jpg,kertas,trashnet
dataset\kertas\cardboard72.jpg,kertas,trashnet
dataset\kertas\cardboard73.jpg,kertas,trashnet
dataset\kertas\cardboard74.jpg,kertas,trashnet
dataset\kertas\cardboard75.jpg,kertas,trashnet
dataset\kertas\cardboard76.jpg,kertas,trashnet
dataset\kertas\cardboard77.jpg,kertas,trashnet
dataset\kertas\cardboard78.jpg,kertas,trashnet
dataset\kertas\cardboard79.jpg,kertas,trashnet
dataset\kertas\cardboard8.jpg,kertas,trashnet
dataset\kertas\cardboard80.jpg,kertas,trashnet
dataset\kertas\cardboard81.jpg,kertas,trashnet
dataset\kertas\cardboard82.jpg,kertas,trashnet
dataset\kertas\cardboard83.jpg,kertas,trashnet
dataset\kertas\cardboard84.jpg,kertas,trashnet
dataset\kertas\cardboard85.jpg,kertas,trashnet
dataset\kertas\cardboard86.jpg,kertas,trashnet
dataset\kertas\cardboard87.jpg,kertas,trashnet
dataset\kertas\cardboard88.jpg,kertas,trashnet
dataset\kertas\cardboard89.jpg,kertas,trashnet
dataset\kertas\cardboard9.jpg,kertas,trashnet
dataset\kertas\cardboard90.jpg,kertas,trashnet
dataset\kertas\cardboard91.jpg,kertas,trashnet
dataset\kertas\cardboard92.jpg,kertas,trashnet
dataset\kertas\cardboard93.jpg,kertas,trashnet
dataset\kertas\cardboard94.jpg,kertas,trashnet
dataset\kertas\cardboard95.jpg,kertas,trashnet
dataset\kertas\cardboard96.jpg,kertas,trashnet
dataset\kertas\cardboard97.jpg,kertas,trashnet
dataset\kertas\cardboard98.jpg,kertas,trashnet
dataset\kertas\cardboard99.jpg,kertas,trashnet
dataset\kertas\crop_20260827_103402_467779.jpg,kertas,real
dataset\kertas\crop_20260827_103407_476043.jpg,kertas,real
dataset\kertas\crop_20260827_103411_195195.jpg,kertas,real
dataset\kertas\crop_20260827_103416_024891.jpg,kertas,real
dataset\kertas\crop_20260827_103448_985200.jpg,kertas,real
dataset\kertas\crop_20260827_103454_827209.jpg,kertas,real
dataset\kertas\crop_20260827_103732_604024.jpg,kertas,real
dataset\kertas\crop_20260827_103735_729945.jpg,kertas,real
dataset\kertas\crop_20260827_103738_423735.jpg,kertas,real
dataset\kertas\crop_20260827_103741_044462.jpg,kertas,real
dataset\kertas\crop_20260827_103744_156017.jpg,kertas,real
dataset\kertas\paper1.jpg,kertas,trashnet
dataset\kertas\paper10.jpg,kertas,trashnet
dataset\kertas\paper100.jpg,kertas,trashnet
dataset\kertas\paper101.jpg,kertas,trashnet
dataset\kertas\paper102.jpg,kertas,trashnet
dataset\kertas\paper103.jpg,kertas,trashnet
dataset\kertas\paper104.jpg,kertas,trashnet
dataset\kertas\paper105.jpg,kertas,trashnet
dataset\kertas\paper106.jpg,kertas,trashnet
dataset\kertas\paper107.jpg,kertas,trashnet
dataset\kertas\paper108.jpg,kertas,trashnet
dataset\kertas\paper109.jpg,kertas,trashnet
dataset\kertas\paper11.jpg,kertas,trashnet
dataset\kertas\paper110.jpg,kertas,trashnet
dataset\kertas\paper111.jpg,kertas,trashnet
dataset\kertas\paper112.jpg,kertas,trashnet
dataset\kertas\paper113.jpg,kertas,trashnet
dataset\kertas\paper114.jpg,kertas,trashnet
dataset\kertas\paper115.jpg,kertas,trashnet
dataset\kertas\paper116.jpg,kertas,trashnet
dataset\kertas\paper117.jpg,kertas,trashnet
dataset\kertas\paper118.jpg,kertas,trashnet
dataset\kertas\paper119.jpg,kertas,trashnet
dataset\kertas\paper12.jpg,kertas,trashnet
dataset\kertas\paper120.jpg,kertas,trashnet
dataset\kertas\paper121.jpg,kertas,trashnet
dataset\kertas\paper122.jpg,kertas,trashnet
dataset\kertas\paper123.jpg,kertas,trashnet
dataset\kertas\paper124.jpg,kertas,trashnet
dataset\kertas\paper125.jpg,kertas,trashnet
dataset\kertas\paper126.jpg,kertas,trashnet
dataset\kertas\paper127.jpg,kertas,trashnet
dataset\kertas\paper128.jpg,kertas,trashnet
dataset\kertas\paper129.jpg,kertas,trashnet
dataset\kertas\paper13.jpg,kertas,trashnet
dataset\kertas\paper130.jpg,kertas,trashnet
dataset\kertas\paper131.jpg,kertas,trashnet
dataset\kertas\paper132.jpg,kertas,trashnet
dataset\kertas\paper133.jpg,kertas,trashnet
dataset\kertas\paper134.jpg,kertas,trashnet
dataset\kertas\paper135.jpg,kertas,trashnet
dataset\kertas\paper136.jpg,kertas,trashnet
dataset\kertas\paper137.jpg,kertas,trashnet
dataset\kertas\paper138.jpg,kertas,trashnet
dataset\kertas\paper139.jpg,kertas,trashnet
dataset\kertas\paper14.jpg,kertas,trashnet
dataset\kertas\paper140.jpg,kertas,trashnet
dataset\kertas\paper141.jpg,kertas,trashnet
dataset\kertas\paper142.jpg,kertas,trashnet
dataset\kertas\paper143.jpg,kertas,trashnet
dataset\kertas\paper144.jpg,kertas,trashnet
dataset\kertas\paper145.jpg,kertas,trashnet
dataset\kertas\paper146.jpg,kertas,trashnet
dataset\kertas\paper147.jpg,kertas,trashnet
dataset\kertas\paper148.jpg,kertas,trashnet
dataset\kertas\paper149.jpg,kertas,trashnet
dataset\kertas\paper15.jpg,kertas,trashnet
dataset\kertas\paper150.jpg,kertas,trashnet
dataset\kertas\paper151.jpg,kertas,trashnet
dataset\kertas\paper152.jpg,kertas,trashnet
dataset\kertas\paper153.jpg,kertas,trashnet
dataset\kertas\paper154.jpg,kertas,trashnet
dataset\kertas\paper155.jpg,kertas,trashnet
dataset\kertas\paper156.jpg,kertas,trashnet
dataset\kertas\paper157.jpg,kertas,trashnet
dataset\kertas\paper158.jpg,kertas,trashnet
dataset\kertas\paper159.jpg,kertas,trashnet
dataset\kertas\paper16.jpg,kertas,trashnet
dataset\kertas\paper160.jpg,kertas,trashnet
dataset\kertas\paper161.jpg,kertas,trashnet
dataset\kertas\paper162.jpg,kertas,trashnet
dataset\kertas\paper163.jpg,kertas,trashnet
dataset\kertas\paper164.jpg,kertas,trashnet
dataset\kertas\paper165.jpg,kertas,trashnet
dataset\kertas\paper166.jpg,kertas,trashnet
dataset\kertas\paper167.jpg,kertas,trashnet
dataset\kertas\paper168.jpg,kertas,trashnet
dataset\kertas\paper169.jpg,kertas,trashnet
dataset\kertas\paper17.jpg,kertas,trashnet
dataset\kertas\paper170.jpg,kertas,trashnet
dataset\kertas\paper171.jpg,kertas,trashnet
dataset\kertas\paper172.jpg,kertas,trashnet
dataset\kertas\paper173.jpg,kertas,trashnet
dataset\kertas\paper174.jpg,kertas,trashnet
dataset\kertas\paper175.jpg,kertas,trashnet
dataset\kertas\paper176.jpg,kertas,trashnet
dataset\kertas\paper177.jpg,kertas,trashnet
dataset\kertas\paper178.jpg,kertas,trashnet
dataset\kertas\paper179.jpg,kertas,trashnet
dataset\kertas\paper18.jpg,kertas,trashnet
dataset\kertas\paper180.jpg,kertas,trashnet
dataset\kertas\paper181.jpg,kertas,trashnet
dataset\kertas\paper182.jpg,kertas,trashnet
dataset\kertas\paper183.jpg,kertas,trashnet
dataset\kertas\paper184.jpg,kertas,trashnet
dataset\kertas\paper185.jpg,kertas,trashnet
dataset\kertas\paper186.jpg,kertas,trashnet
dataset\kertas\paper187.jpg,kertas,trashnet
dataset\kertas\paper188.jpg,kertas,trashnet
dataset\kertas\paper189.jpg,kertas,trashnet
dataset\kertas\paper19.jpg,kertas,trashnet
dataset\kertas\paper190.jpg,kertas,trashnet
dataset\kertas\paper191.jpg,kertas,trashnet
dataset\kertas\paper192.jpg,kertas,trashnet
dataset\kertas\paper193.jpg,kertas,trashnet
dataset\kertas\paper194.jpg,kertas,trashnet
dataset\kertas\paper195.jpg,kertas,trashnet
dataset\kertas\paper196.jpg,kertas,trashnet
dataset\kertas\paper197.jpg,kertas,trashnet
dataset\kertas\paper198.jpg,kertas,trashnet
dataset\kertas\paper199.jpg,kertas,trashnet
dataset\kertas\paper2.jpg,kertas,trashnet
dataset\kertas\paper20.jpg,kertas,trashnet
dataset\kertas\paper200.jpg,kertas,trashnet
dataset\kertas\paper201.jpg,kertas,trashnet
dataset\kertas\paper202.jpg,kertas,trashnet
dataset\kertas\paper203.jpg,kertas,trashnet
dataset\kertas\paper204.jpg,kertas,trashnet
dataset\kertas\paper205.jpg,kertas,trashnet
dataset\kertas\paper206.jpg,kertas,trashnet
dataset\kertas\paper207.jpg,kertas,trashnet
dataset\kertas\paper208.jpg,kertas,trashnet
dataset\kertas\paper209.jpg,kertas,trashnet
dataset\kertas\paper21.jpg,kertas,trashnet
dataset\kertas\paper210.jpg,kertas,trashnet
dataset\kertas\paper211.jpg,kertas,trashnet
dataset\kertas\paper212.jpg,kertas,trashnet
dataset\kertas\paper213.jpg,kertas,trashnet
dataset\kertas\paper214.jpg,kertas,trashnet
dataset\kertas\paper215.jpg,kertas,trashnet
dataset\kertas\paper216.jpg,kertas,trashnet
dataset\kertas\paper217.jpg,kertas,trashnet
dataset\kertas\paper218.jpg,kertas,trashnet
dataset\kertas\paper219.jpg,kertas,trashnet
dataset\kertas\paper22.jpg,kertas,trashnet
dataset\kertas\paper220.jpg,kertas,trashnet
dataset\kertas\paper221.jpg,kertas,trashnet
dataset\kertas\paper222.jpg,kertas,trashnet
dataset\kertas\paper223.jpg,kertas,trashnet
dataset\kertas\paper224.jpg,kertas,trashnet
dataset\kertas\paper225.jpg,kertas,trashnet
dataset\kertas\paper226.jpg,kertas,trashnet
dataset\kertas\paper227.jpg,kertas,trashnet
dataset\kertas\paper228.jpg,kertas,trashnet
dataset\kertas\paper229.jpg,kertas,trashnet
dataset\kertas\paper23.jpg,kertas,trashnet
dataset\kertas\paper230.jpg,kertas,trashnet
dataset\kertas\paper231.jpg,kertas,trashnet
dataset\kertas\paper232.jpg,kertas,trashnet
dataset\kertas\paper233.jpg,kertas,trashnet
dataset\kertas\paper234.jpg,kertas,trashnet
dataset\kertas\paper235.jpg,kertas,trashnet
dataset\kertas\paper236.jpg,kertas,trashnet
dataset\kertas\paper237.jpg,kertas,trashnet
dataset\kertas\paper238.jpg,kertas,trashnet
dataset\kertas\paper239.jpg,kertas,trashnet
dataset\kertas\paper24.jpg,kertas,trashnet
dataset\kertas\paper240.jpg,kertas,trashnet
dataset\kertas\paper241.jpg,kertas,trashnet
dataset\kertas\paper242.jpg,kertas,trashnet
dataset\kertas\paper243.jpg,kertas,trashnet
dataset\kertas\paper244.jpg,kertas,trashnet
dataset\kertas\paper245.jpg,kertas,trashnet
dataset\kertas\paper246.jpg,kertas,trashnet
dataset\kertas\paper247.jpg,kertas,trashnet
dataset\kertas\paper248.jpg,kertas,trashnet
dataset\kertas\paper249.jpg,kertas,trashnet
dataset\kertas\paper25.jpg,kertas,trashnet
dataset\kertas\paper250.jpg,kertas,trashnet
dataset\kertas\paper251.jpg,kertas,trashnet
dataset\kertas\paper252.jpg,kertas,trashnet
dataset\kertas\paper253.jpg,kertas,trashnet
dataset\kertas\paper254.jpg,kertas,trashnet
dataset\kertas\paper255.jpg,kertas,trashnet
dataset\kertas\paper256.jpg,kertas,trashnet
dataset\kertas\paper257.jpg,kertas,trashnet
dataset\kertas\paper258.jpg,kertas,trashnet
dataset\kertas\paper259.jpg,kertas,trashnet
dataset\kertas\paper26.jpg,kertas,trashnet
dataset\kertas\paper260.jpg,kertas,trashnet
dataset\kertas\paper261.jpg,kertas,trashnet
dataset\kertas\paper262.jpg,kertas,trashnet
dataset\kertas\paper263.jpg,kertas,trashnet
dataset\kertas\paper264.jpg,kertas,trashnet
dataset\kertas\paper265.jpg,kertas,trashnet
dataset\kertas\paper266.jpg,kertas,trashnet
dataset\kertas\paper267.jpg,kertas,trashnet
dataset\kertas\paper268.jpg,kertas,trashnet
dataset\kertas\paper269.jpg,kertas,trashnet
dataset\kertas\paper27.jpg,kertas,trashnet
dataset\kertas\paper270.jpg,kertas,trashnet
dataset\kertas\paper271.jpg,kertas,trashnet
dataset\kertas\paper272.jpg,kertas,trashnet
dataset\kertas\paper273.jpg,kertas,trashnet
dataset\kertas\paper274.jpg,kertas,trashnet
dataset\kertas\paper275.jpg,kertas,trashnet
dataset\kertas\paper276.jpg,kertas,trashnet
dataset\kertas\paper277.jpg,kertas,trashnet
dataset\kertas\paper278.jpg,kertas,trashnet
dataset\kertas\paper279.jpg,kertas,trashnet
dataset\kertas\paper28.jpg,kertas,trashnet
dataset\kertas\paper280.jpg,kertas,trashnet
dataset\kertas\paper281.jpg,kertas,trashnet
dataset\kertas\paper282.jpg,kertas,trashnet
dataset\kertas\paper283.jpg,kertas,trashnet
dataset\kertas\paper284.jpg,kertas,trashnet
dataset\kertas\paper285.jpg,kertas,trashnet
dataset\kertas\paper286.jpg,kertas,trashnet
dataset\kertas\paper287.jpg,kertas,trashnet
dataset\kertas\paper288.jpg,kertas,trashnet
dataset\kertas\paper289.jpg,kertas,trashnet
dataset\kertas\paper29.jpg,kertas,trashnet
dataset\kertas\paper290.jpg,kertas,trashnet
dataset\kertas\paper291.jpg,kertas,trashnet
dataset\kertas\paper292.jpg,kertas,trashnet
dataset\kertas\paper293.jpg,kertas,trashnet
dataset\kertas\paper294.jpg,kertas,trashnet
dataset\kertas\paper295.jpg,kertas,trashnet
dataset\kertas\paper296.jpg,kertas,trashnet
dataset\kertas\paper297.jpg,kertas,trashnet
dataset\kertas\paper298.jpg,kertas,trashnet
dataset\kertas\paper299.jpg,kertas,trashnet
dataset\kertas\paper3.jpg,kertas,trashnet
dataset\kertas\paper30.jpg,kertas,trashnet
dataset\kertas\paper300.jpg,kertas,trashnet
dataset\kertas\paper301.jpg,kertas,trashnet
dataset\kertas\paper302.jpg,kertas,trashnet
dataset\kertas\paper303.jpg,kertas,trashnet
dataset\kertas\paper304.jpg,kertas,trashnet
dataset\kertas\paper305.jpg,kertas,trashnet
dataset\kertas\paper306.jpg,kertas,trashnet
dataset\kertas\paper307.jpg,kertas,trashnet
dataset\kertas\paper308.jpg,kertas,trashnet
dataset\kertas\paper309.jpg,kertas,trashnet
dataset\kertas\paper31.jpg,kertas,trashnet
dataset\kertas\paper310.jpg,kertas,trashnet
dataset\kertas\paper311.jpg,kertas,trashnet
dataset\kertas\paper312.jpg,kertas,trashnet
dataset\kertas\paper313.jpg,kertas,trashnet
dataset\kertas\paper314.jpg,kertas,trashnet
dataset\kertas\paper315.jpg,kertas,trashnet
dataset\kertas\paper316.jpg,kertas,trashnet
dataset\kertas\paper317.jpg,kertas,trashnet
dataset\kertas\paper318.jpg,kertas,trashnet
dataset\kertas\paper319.jpg,kertas,trashnet
dataset\kertas\paper32.jpg,kertas,trashnet
dataset\kertas\paper320.jpg,kertas,trashnet
dataset\kertas\paper321.jpg,kertas,trashnet
dataset\kertas\paper322.jpg,kertas,trashnet
dataset\kertas\paper323.jpg,kertas,trashnet
dataset\kertas\paper324.jpg,kertas,trashnet
dataset\kertas\paper325.jpg,kertas,trashnet
dataset\kertas\paper326.jpg,kertas,trashnet
dataset\kertas\paper327.jpg,kertas,trashnet
dataset\kertas\paper328.jpg,kertas,trashnet
dataset\kertas\paper329.jpg,kertas,trashnet
dataset\kertas\paper33.jpg,kertas,trashnet
dataset\kertas\paper330.jpg,kertas,trashnet
dataset\kertas\paper331.jpg,kertas,trashnet
dataset\kertas\paper332.jpg,kertas,trashnet
dataset\kertas\paper333.jpg,kertas,trashnet
dataset\kertas\paper334.jpg,kertas,trashnet
dataset\kertas\paper335.jpg,kertas,trashnet
dataset\kertas\paper336.jpg,kertas,trashnet
dataset\kertas\paper337.jpg,kertas,trashnet
dataset\kertas\paper338.jpg,kertas,trashnet
dataset\kertas\paper339.jpg,kertas,trashnet
dataset\kertas\paper34.jpg,kertas,trashnet
dataset\kertas\paper340.jpg,kertas,trashnet
dataset\kertas\paper341.jpg,kertas,trashnet
dataset\kertas\paper342.jpg,kertas,trashnet
dataset\kertas\paper343.jpg,kertas,trashnet
dataset\kertas\paper344.jpg,kertas,trashnet
dataset\kertas\paper345.jpg,kertas,trashnet
dataset\kertas\paper346.jpg,kertas,trashnet
dataset\kertas\paper347.jpg,kertas,trashnet
dataset\kertas\paper348.jpg,kertas,trashnet
dataset\kertas\paper349.jpg,kertas,trashnet
dataset\kertas\paper35.jpg,kertas,trashnet
dataset\kertas\paper350.jpg,kertas,trashnet
dataset\kertas\paper351.jpg,kertas,trashnet
dataset\kertas\paper352.jpg,kertas,trashnet
dataset\kertas\paper353.jpg,kertas,trashnet
dataset\kertas\paper354.jpg,kertas,trashnet
dataset\kertas\paper355.jpg,kertas,trashnet
dataset\kertas\paper356.jpg,kertas,trashnet
dataset\kertas\paper357.jpg,kertas,trashnet
dataset\kertas\paper358.jpg,kertas,trashnet
dataset\kertas\paper359.jpg,kertas,trashnet
dataset\kertas\paper36.jpg,kertas,trashnet
dataset\kertas\paper360.jpg,kertas,trashnet
dataset\kertas\paper361.jpg,kertas,trashnet
dataset\kertas\paper362.jpg,kertas,trashnet
dataset\kertas\paper363.jpg,kertas,trashnet
dataset\kertas\paper364.jpg,kertas,trashnet
dataset\kertas\paper365.jpg,kertas,trashnet
dataset\kertas\paper366.jpg,kertas,trashnet
dataset\kertas\paper367.jpg,kertas,trashnet
dataset\kertas\paper368.jpg,kertas,trashnet
dataset\kertas\paper369.jpg,kertas,trashnet
dataset\kertas\paper37.jpg,kertas,trashnet
dataset\kertas\paper370.jpg,kertas,trashnet
dataset\kertas\paper371.jpg,kertas,trashnet
dataset\kertas\paper372.jpg,kertas,trashnet
dataset\kertas\paper373.jpg,kertas,trashnet
dataset\kertas\paper374.jpg,kertas,trashnet
dataset\kertas\paper375.jpg,kertas,trashnet
dataset\kertas\paper376.jpg,kertas,trashnet
dataset\kertas\paper377.jpg,kertas,trashnet
dataset\kertas\paper378.jpg,kertas,trashnet
dataset\kertas\paper379.jpg,kertas,trashnet
dataset\kertas\paper38.jpg,kertas,trashnet
dataset\kertas\paper380.jpg,kertas,trashnet
dataset\kertas\paper381.jpg,kertas,trashnet
dataset\kertas\paper382.jpg,kertas,trashnet
dataset\kertas\paper383.jpg,kertas,trashnet
dataset\kertas\paper384.jpg,kertas,trashnet
dataset\kertas\paper385.jpg,kertas,trashnet
dataset\kertas\paper386.jpg,kertas,trashnet
dataset\kertas\paper387.jpg,kertas,trashnet
dataset\kertas\paper388.jpg,kertas,trashnet
dataset\kertas\paper389.jpg,kertas,trashnet
dataset\kertas\paper39.jpg,kertas,trashnet
dataset\kertas\paper390.jpg,kertas,trashnet
dataset\kertas\paper391.jpg,kertas,trashnet
dataset\kertas\paper392.jpg,kertas,trashnet
dataset\kertas\paper393.jpg,kertas,trashnet
dataset\kertas\paper394.jpg,kertas,trashnet
dataset\kertas\paper395.jpg,kertas,trashnet
dataset\kertas\paper396.jpg,kertas,trashnet
dataset\kertas\paper397.jpg,kertas,trashnet
dataset\kertas\paper398.jpg,kertas,trashnet
dataset\kertas\paper399.jpg,kertas,trashnet
dataset\kertas\paper4.jpg,kertas,trashnet
dataset\kertas\paper40.jpg,kertas,trashnet
dataset\kertas\paper400.jpg,kertas,trashnet
dataset\kertas\paper401.jpg,kertas,trashnet
dataset\kertas\paper402.jpg,kertas,trashnet
dataset\kertas\paper403.jpg,kertas,trashnet
dataset\kertas\paper404.jpg,kertas,trashnet
dataset\kertas\paper405.jpg,kertas,trashnet
dataset\kertas\paper406.jpg,kertas,trashnet
dataset\kertas\paper407.jpg,kertas,trashnet
dataset\kertas\paper408.jpg,kertas,trashnet
dataset\kertas\paper409.jpg,kertas,trashnet
dataset\kertas\paper41.jpg,kertas,trashnet
dataset\kertas\paper410.jpg,kertas,trashnet
dataset\kertas\paper411.jpg,kertas,trashnet
dataset\kertas\paper412.jpg,kertas,trashnet
dataset\kertas\paper413.jpg,kertas,trashnet
dataset\kertas\paper414.jpg,kertas,trashnet
dataset\kertas\paper415.jpg,kertas,trashnet
dataset\kertas\paper416.jpg,kertas,trashnet
dataset\kertas\paper417.jpg,kertas,trashnet
dataset\kertas\paper418.jpg,kertas,trashnet
dataset\kertas\paper419.jpg,kertas,trashnet
dataset\kertas\paper42.jpg,kertas,trashnet
dataset\kertas\paper420.jpg,kertas,trashnet
dataset\kertas\paper421.jpg,kertas,trashnet
dataset\kertas\paper422.jpg,kertas,trashnet
dataset\kertas\paper423.jpg,kertas,trashnet
dataset\kertas\paper424.jpg,kertas,trashnet
dataset\kertas\paper425.jpg,kertas,trashnet
dataset\kertas\paper426.jpg,kertas,trashnet
dataset\kertas\paper427.jpg,kertas,trashnet
dataset\kertas\paper428.jpg,kertas,trashnet
dataset\kertas\paper429.jpg,kertas,trashnet
dataset\kertas\paper43.jpg,kertas,trashnet
dataset\kertas\paper430.jpg,kertas,trashnet
dataset\kertas\paper431.jpg,kertas,trashnet
dataset\kertas\paper432.jpg,kertas,trashnet
dataset\kertas\paper433.jpg,kertas,trashnet
dataset\kertas\paper434.jpg,kertas,trashnet
dataset\kertas\paper435.jpg,kertas,trashnet
dataset\kertas\paper436.jpg,kertas,trashnet
dataset\kertas\paper437.jpg,kertas,trashnet
dataset\kertas\paper438.jpg,kertas,trashnet
dataset\kertas\paper439.jpg,kertas,trashnet
dataset\kertas\paper44.jpg,kertas,trashnet
dataset\kertas\paper440.jpg,kertas,trashnet
dataset\kertas\paper441.jpg,kertas,trashnet
dataset\kertas\paper442.jpg,kertas,trashnet
dataset\kertas\paper443.jpg,kertas,trashnet
dataset\kertas\paper444.jpg,kertas,trashnet
dataset\kertas\paper445.jpg,kertas,trashnet
dataset\kertas\paper446.jpg,kertas,trashnet
dataset\kertas\paper447.jpg,kertas,trashnet
dataset\kertas\paper448.jpg,kertas,trashnet
dataset\kertas\paper449.jpg,kertas,trashnet
dataset\kertas\paper45.jpg,kertas,trashnet
dataset\kertas\paper450.jpg,kertas,trashnet
dataset\kertas\paper451.jpg,kertas,trashnet
dataset\kertas\paper452.jpg,kertas,trashnet
dataset\kertas\paper453.jpg,kertas,trashnet
dataset\kertas\paper454.jpg,kertas,trashnet
dataset\kertas\paper455.jpg,kertas,trashnet
dataset\kertas\paper456.jpg,kertas,trashnet
dataset\kertas\paper457.jpg,kertas,trashnet
dataset\kertas\paper458.jpg,kertas,trashnet
dataset\kertas\paper459.jpg,kertas,trashnet
dataset\kertas\paper46.jpg,kertas,trashnet
dataset\kertas\paper460.jpg,kertas,trashnet
